
    -------------------------------------------------------------
    -------------- Model input ----------------------------------
    -------------------------------------------------------------

    Model parameters:

    +---------------+---------+
    | Parameter     |   Value |
    |---------------+---------|
    | w [m]         |     100 |
    | h [m]         |      10 |
    | d [m]         |       5 |
    | t [m]         |     0.5 |
    | thickness [m] |       1 |
    | kx [m/day]    |      20 |
    | ky [m/day]    |      20 |
    +---------------+---------+

    Model boundary conditions:

    +----------+--------------------+
    |   Marker |   Piezometric head |
    |----------+--------------------|
    |       10 |                 10 |
    |       20 |                  0 |
    +----------+--------------------+

    -------------------------------------------------------------
    -------------- Results --------------------------------------
    -------------------------------------------------------------

    Model info:

    +---------------------+-----+
    | Max element size:   |   2 |
    | Dofs per node:      |   1 |
    | Element type:       |   2 |
    | Number of dofs:     | 396 |
    | Number of elements: | 672 |
    | Number of nodes:    | 396 |
    +---------------------+-----+

    Summary of results:

    +------------------------+---------+---------+
    | Max piezometric head:  |  10.000 | [m]     |
    | Min piezometric head:  |   0.000 | [m]     |
    | Max boundary flow:     |  20.776 | [m/day] |
    | Min boundary flow:     | -21.007 | [m/day] |
    | Sum boundary flow:     |   0.000 | [m/day] |
    | Max resulting gw flow: |  67.544 | [m/day] |
    | Min resulting gw flow: |   0.003 | [m/day] |
    +------------------------+---------+---------+

    Results per node:

    +-----+-------+-----------+------------+--------+-----------+
    |   N |   dof |   x_coord |    y_coord |   P.h. |      q BC |
    |     |       |       [m] |        [m] |    [m] |   [m/day] |
    |-----+-------+-----------+------------+--------+-----------|
    |  410 | 140 | 213 | 327 |  0.901 |     3.131 |     3.258 |   -0.045 |   -0.157 |
    |  411 |  85 |   4 | 371 |  0.000 |    11.242 |    11.242 |    0.000 |   -0.562 |
    |  412 | 135 | 301 | 359 |  0.259 |     0.920 |     0.956 |   -0.013 |   -0.046 |
    |  413 | 192 | 190 | 193 |  3.621 |    -3.483 |     5.024 |   -0.181 |    0.174 |
    |  414 | 301 | 358 | 359 |  0.591 |     1.103 |     1.251 |   -0.030 |   -0.055 |
    |  415 | 164 | 117 | 319 |  0.001 |    -0.008 |     0.008 |   -0.000 |    0.000 |
    |  416 | 116 | 164 | 320 |  0.001 |    -0.011 |     0.011 |   -0.000 |    0.001 |
    |  417 | 163 |  60 | 321 |  0.001 |     0.011 |     0.011 |   -0.000 |   -0.001 |
    |  418 |  59 | 163 | 322 |  0.001 |     0.008 |     0.008 |   -0.000 |   -0.000 |
    |  419 | 121 | 214 | 324 |  3.386 |     1.531 |     3.716 |   -0.169 |   -0.077 |
    |  420 | 185 | 382 | 389 |  2.369 |     8.734 |     9.049 |   -0.118 |   -0.437 |
    |  421 |  31 |  32 | 396 |  9.753 |    -0.918 |     9.796 |   -0.488 |    0.046 |
    |  422 | 313 | 135 | 355 |  0.189 |     0.667 |     0.694 |   -0.009 |   -0.033 |
    |  423 | 136 | 303 | 354 |  0.189 |    -0.667 |     0.694 |   -0.009 |    0.033 |
    |  424 | 262 | 276 | 345 |  0.144 |    -0.172 |     0.224 |   -0.007 |    0.009 |
    |  425 | 204 | 184 | 205 |  5.429 |     3.949 |     6.713 |   -0.271 |   -0.197 |
    |  426 | 206 | 205 | 374 |  4.882 |     2.518 |     5.493 |   -0.244 |   -0.126 |
    |  427 | 230 | 253 | 346 |  0.144 |     0.172 |     0.224 |   -0.007 |   -0.009 |
    |  428 | 183 | 186 | 187 | 10.341 |     4.719 |    11.366 |   -0.517 |   -0.236 |
    |  429 | 275 | 278 | 352 |  0.371 |    -0.442 |     0.577 |   -0.019 |    0.022 |
    |  430 | 186 | 181 | 367 | 11.884 |     7.589 |    14.101 |   -0.594 |   -0.379 |
    |  431 | 172 | 177 | 188 |  6.971 |    -5.097 |     8.636 |   -0.349 |    0.255 |
    |  432 | 232 | 229 | 353 |  0.370 |     0.441 |     0.576 |   -0.019 |   -0.022 |
    |  433 | 274 | 275 | 351 |  0.270 |    -0.321 |     0.420 |   -0.014 |    0.016 |
    |  434 | 229 | 228 | 350 |  0.270 |     0.321 |     0.420 |   -0.013 |   -0.016 |
    |  435 | 158 | 224 | 363 |  1.312 |    -0.571 |     1.431 |   -0.066 |    0.029 |
    |  436 | 276 | 274 | 349 |  0.198 |    -0.235 |     0.307 |   -0.010 |    0.012 |
    |  437 | 228 | 230 | 348 |  0.197 |     0.235 |     0.307 |   -0.010 |   -0.012 |
    |  438 | 250 | 244 | 336 |  0.040 |     0.050 |     0.064 |   -0.002 |   -0.002 |
    |  439 | 161 |  89 | 360 |  1.729 |   -15.861 |    15.955 |   -0.086 |    0.793 |
    |  440 | 351 | 275 | 352 |  0.222 |    -0.353 |     0.417 |   -0.011 |    0.018 |
    |  441 | 229 | 350 | 353 |  0.222 |     0.352 |     0.417 |   -0.011 |   -0.018 |
    |  442 | 204 | 205 | 206 |  4.085 |     4.044 |     5.748 |   -0.204 |   -0.202 |
    |  443 | 349 | 274 | 351 |  0.161 |    -0.259 |     0.305 |   -0.008 |    0.013 |
    |  444 | 228 | 348 | 350 |  0.161 |     0.259 |     0.305 |   -0.008 |   -0.013 |
    |  445 | 230 | 346 | 348 |  0.118 |     0.189 |     0.223 |   -0.006 |   -0.009 |
    |  446 | 345 | 276 | 349 |  0.118 |    -0.189 |     0.223 |   -0.006 |    0.009 |
    |  447 | 285 | 260 | 337 |  0.040 |    -0.050 |     0.064 |   -0.002 |    0.002 |
    |  448 | 179 | 180 | 185 |  3.081 |    10.737 |    11.170 |   -0.154 |   -0.537 |
    |  449 | 253 | 249 | 344 |  0.105 |     0.126 |     0.164 |   -0.005 |   -0.006 |
    |  450 |  95 | 139 | 381 |  0.793 |    -3.413 |     3.504 |   -0.040 |    0.171 |
    |  451 | 189 | 190 | 192 |  4.938 |    -4.365 |     6.590 |   -0.247 |    0.218 |
    |  452 | 189 | 177 | 190 |  5.007 |    -4.332 |     6.621 |   -0.250 |    0.217 |
    |  453 | 249 | 248 | 342 |  0.077 |     0.092 |     0.120 |   -0.004 |   -0.005 |
    |  454 | 259 | 262 | 343 |  0.105 |    -0.126 |     0.164 |   -0.005 |    0.006 |
    |  455 | 258 | 259 | 341 |  0.077 |    -0.092 |     0.120 |   -0.004 |    0.005 |
    |  456 | 248 | 250 | 340 |  0.056 |     0.068 |     0.088 |   -0.003 |   -0.003 |
    |  457 | 253 | 344 | 346 |  0.086 |     0.138 |     0.163 |   -0.004 |   -0.007 |
    |  458 | 260 | 258 | 339 |  0.056 |    -0.068 |     0.088 |   -0.003 |    0.003 |
    |  459 | 249 | 342 | 344 |  0.063 |     0.101 |     0.119 |   -0.003 |   -0.005 |
    |  460 | 343 | 262 | 345 |  0.086 |    -0.138 |     0.163 |   -0.004 |    0.007 |
    |  461 | 248 | 340 | 342 |  0.046 |     0.074 |     0.087 |   -0.002 |   -0.004 |
    |  462 | 341 | 259 | 343 |  0.063 |    -0.101 |     0.119 |   -0.003 |    0.005 |
    |  463 | 339 | 258 | 341 |  0.046 |    -0.074 |     0.087 |   -0.002 |    0.004 |
    |  464 |  57 |   2 | 375 |  0.002 |     0.002 |     0.003 |   -0.000 |   -0.000 |
    |  465 |   2 |  58 | 375 |  0.002 |     0.002 |     0.003 |   -0.000 |   -0.000 |
    |  466 | 337 | 260 | 339 |  0.034 |    -0.054 |     0.064 |   -0.002 |    0.003 |
    |  467 | 250 | 336 | 340 |  0.033 |     0.054 |     0.064 |   -0.002 |   -0.003 |
    |  468 |   1 |   9 | 376 |  0.002 |    -0.002 |     0.003 |   -0.000 |    0.000 |
    |  469 | 118 |   1 | 376 |  0.002 |    -0.002 |     0.003 |   -0.000 |    0.000 |
    |  470 | 267 | 285 | 335 |  0.029 |    -0.037 |     0.047 |   -0.001 |    0.002 |
    |  471 | 266 | 267 | 333 |  0.021 |    -0.027 |     0.035 |   -0.001 |    0.001 |
    |  472 |  61 |   3 | 378 |  0.000 |     0.013 |     0.013 |   -0.000 |   -0.001 |
    |  473 |   8 | 115 | 379 |  0.000 |    -0.013 |     0.013 |   -0.000 |    0.001 |
    |  474 | 244 | 241 | 334 |  0.029 |     0.037 |     0.047 |   -0.001 |   -0.002 |
    |  475 |   3 |  62 | 378 | -0.000 |     0.013 |     0.013 |    0.000 |   -0.001 |
    |  476 | 114 |   8 | 379 | -0.000 |    -0.013 |     0.013 |   -0.000 |    0.001 |
    |  477 | 347 | 307 | 356 |  0.601 |    -0.895 |     1.078 |   -0.030 |    0.045 |
    |  478 | 241 | 240 | 330 |  0.021 |     0.027 |     0.035 |   -0.001 |   -0.001 |
    |  479 | 268 | 266 | 332 |  0.015 |    -0.021 |     0.025 |   -0.001 |    0.001 |
    |  480 | 335 | 285 | 337 |  0.024 |    -0.040 |     0.047 |   -0.001 |    0.002 |
    |  481 | 333 | 267 | 335 |  0.018 |    -0.030 |     0.035 |   -0.001 |    0.001 |
    |  482 | 240 | 242 | 329 |  0.015 |     0.021 |     0.025 |   -0.001 |   -0.001 |
    |  483 | 318 | 187 | 390 |  8.924 |     2.695 |     9.322 |   -0.446 |   -0.135 |
    |  484 | 244 | 334 | 336 |  0.024 |     0.040 |     0.047 |   -0.001 |   -0.002 |
    |  485 | 169 | 161 | 171 |  8.356 |   -10.688 |    13.567 |   -0.418 |    0.534 |
    |  486 | 270 | 268 | 331 |  0.010 |    -0.016 |     0.019 |   -0.000 |    0.001 |
    |  487 | 332 | 266 | 333 |  0.012 |    -0.022 |     0.026 |   -0.001 |    0.001 |
    |  488 | 241 | 330 | 334 |  0.018 |     0.030 |     0.035 |   -0.001 |   -0.001 |
    |  489 | 242 | 288 | 328 |  0.010 |     0.016 |     0.019 |   -0.000 |   -0.001 |
    |  490 | 240 | 329 | 330 |  0.012 |     0.022 |     0.026 |   -0.001 |   -0.001 |
    |  491 | 331 | 268 | 332 |  0.009 |    -0.017 |     0.019 |   -0.000 |    0.001 |
    |  492 | 242 | 328 | 329 |  0.009 |     0.017 |     0.019 |   -0.000 |   -0.001 |
    |  493 | 369 | 120 | 377 |  1.733 |    -8.523 |     8.697 |   -0.087 |    0.426 |
    |  494 | 381 | 139 | 395 |  0.771 |    -3.147 |     3.240 |   -0.039 |    0.157 |
    |  495 | 188 | 177 | 189 |  5.987 |    -5.300 |     7.996 |   -0.299 |    0.265 |
    |  496 | 235 | 232 | 355 |  0.512 |     0.612 |     0.797 |   -0.026 |   -0.031 |
    |  497 | 235 | 355 | 359 |  0.430 |     0.667 |     0.794 |   -0.022 |   -0.033 |
    |  498 | 177 | 176 | 317 |  4.668 |    -6.303 |     7.843 |   -0.233 |    0.315 |
    |  499 | 224 | 156 | 368 |  1.800 |    -0.757 |     1.952 |   -0.090 |    0.038 |
    |  500 | 182 | 184 | 203 |  5.603 |     5.947 |     8.171 |   -0.280 |   -0.297 |
    |  501 | 354 | 283 | 356 |  0.433 |    -0.660 |     0.790 |   -0.022 |    0.033 |
    |  502 | 203 | 184 | 204 |  4.587 |     6.082 |     7.618 |   -0.229 |   -0.304 |
    |  503 | 338 | 217 | 357 |  1.091 |     1.705 |     2.025 |   -0.055 |   -0.085 |
    |  504 | 121 | 324 | 374 |  3.915 |     1.285 |     4.121 |   -0.196 |   -0.064 |
    |  505 | 315 | 124 | 328 |  0.004 |     0.018 |     0.018 |   -0.000 |   -0.001 |
    |  506 | 124 | 299 | 329 |  0.006 |     0.023 |     0.023 |   -0.000 |   -0.001 |
    |  507 | 328 | 124 | 329 |  0.009 |     0.021 |     0.022 |   -0.000 |   -0.001 |
    |  508 | 329 | 299 | 330 |  0.012 |     0.027 |     0.030 |   -0.001 |   -0.001 |
    |  509 | 299 | 126 | 330 |  0.008 |     0.030 |     0.031 |   -0.000 |   -0.001 |
    |  510 | 123 | 309 | 331 |  0.004 |    -0.018 |     0.018 |   -0.000 |    0.001 |
    |  511 | 305 | 123 | 332 |  0.006 |    -0.023 |     0.023 |   -0.000 |    0.001 |
    |  512 | 123 | 331 | 332 |  0.009 |    -0.021 |     0.022 |   -0.000 |    0.001 |
    |  513 | 174 | 315 | 387 |  0.002 |     0.015 |     0.015 |   -0.000 |   -0.001 |
    |  514 | 125 | 305 | 333 |  0.008 |    -0.030 |     0.031 |   -0.000 |    0.001 |
    |  515 | 309 | 173 | 388 |  0.002 |    -0.015 |     0.015 |   -0.000 |    0.001 |
    |  516 | 305 | 332 | 333 |  0.012 |    -0.027 |     0.030 |   -0.001 |    0.001 |
    |  517 | 330 | 126 | 334 |  0.018 |     0.036 |     0.040 |   -0.001 |   -0.002 |
    |  518 | 126 | 308 | 334 |  0.011 |     0.040 |     0.042 |   -0.001 |   -0.002 |
    |  519 | 312 | 125 | 335 |  0.011 |    -0.040 |     0.042 |   -0.001 |    0.002 |
    |  520 | 125 | 333 | 335 |  0.018 |    -0.036 |     0.040 |   -0.001 |    0.002 |
    |  521 | 334 | 308 | 336 |  0.024 |     0.048 |     0.054 |   -0.001 |   -0.002 |
    |  522 | 308 | 128 | 336 |  0.016 |     0.054 |     0.056 |   -0.001 |   -0.003 |
    |  523 | 312 | 335 | 337 |  0.024 |    -0.048 |     0.054 |   -0.001 |    0.002 |
    |  524 | 127 | 312 | 337 |  0.016 |    -0.054 |     0.056 |   -0.001 |    0.003 |
    |  525 | 190 | 177 | 317 |  4.717 |    -6.287 |     7.860 |   -0.236 |    0.314 |
    |  526 | 127 | 337 | 339 |  0.034 |    -0.066 |     0.074 |   -0.002 |    0.003 |
    |  527 | 336 | 128 | 340 |  0.033 |     0.066 |     0.074 |   -0.002 |   -0.003 |
    |  528 | 311 | 127 | 339 |  0.021 |    -0.074 |     0.077 |   -0.001 |    0.004 |
    |  529 | 128 | 300 | 340 |  0.021 |     0.074 |     0.077 |   -0.001 |   -0.004 |
    |  530 | 311 | 339 | 341 |  0.046 |    -0.089 |     0.101 |   -0.002 |    0.004 |
    |  531 | 130 | 311 | 341 |  0.029 |    -0.100 |     0.104 |   -0.001 |    0.005 |
    |  532 | 300 | 129 | 342 |  0.029 |     0.100 |     0.104 |   -0.001 |   -0.005 |
    |  533 | 320 | 164 | 325 |  0.003 |    -0.011 |     0.011 |   -0.000 |    0.001 |
    |  534 | 278 | 283 | 354 |  0.511 |    -0.613 |     0.798 |   -0.026 |    0.031 |
    |  535 | 340 | 300 | 342 |  0.046 |     0.089 |     0.101 |   -0.002 |   -0.004 |
    |  536 | 130 | 341 | 343 |  0.063 |    -0.122 |     0.137 |   -0.003 |    0.006 |
    |  537 | 314 | 130 | 343 |  0.040 |    -0.137 |     0.143 |   -0.002 |    0.007 |
    |  538 | 129 | 302 | 344 |  0.040 |     0.137 |     0.143 |   -0.002 |   -0.007 |
    |  539 | 342 | 129 | 344 |  0.063 |     0.122 |     0.137 |   -0.003 |   -0.006 |
    |  540 | 163 | 321 | 326 |  0.003 |     0.011 |     0.011 |   -0.000 |   -0.001 |
    |  541 | 314 | 343 | 345 |  0.086 |    -0.166 |     0.188 |   -0.004 |    0.008 |
    |  542 | 131 | 314 | 345 |  0.055 |    -0.187 |     0.195 |   -0.003 |    0.009 |
    |  543 | 344 | 302 | 346 |  0.086 |     0.166 |     0.188 |   -0.004 |   -0.008 |
    |  544 | 302 | 132 | 346 |  0.055 |     0.187 |     0.195 |   -0.003 |   -0.009 |
    |  545 |   4 |  86 | 371 |  0.575 |    11.810 |    11.824 |   -0.029 |   -0.591 |
    |  546 | 204 | 207 | 365 |  2.800 |     5.078 |     5.799 |   -0.140 |   -0.254 |
    |  547 | 168 | 169 | 170 | 15.062 |    -7.202 |    16.695 |   -0.753 |    0.360 |
    |  548 | 131 | 345 | 349 |  0.118 |    -0.227 |     0.256 |   -0.006 |    0.011 |
    |  549 | 346 | 132 | 348 |  0.118 |     0.227 |     0.256 |   -0.006 |   -0.011 |
    |  550 | 182 | 181 | 183 |  8.140 |     6.865 |    10.648 |   -0.407 |   -0.343 |
    |  551 | 132 | 304 | 348 |  0.075 |     0.256 |     0.266 |   -0.004 |   -0.013 |
    |  552 | 310 | 131 | 349 |  0.075 |    -0.256 |     0.267 |   -0.004 |    0.013 |
    |  553 | 205 | 184 | 318 |  6.217 |     4.769 |     7.835 |   -0.311 |   -0.238 |
    |  554 | 348 | 304 | 350 |  0.161 |     0.311 |     0.350 |   -0.008 |   -0.016 |
    |  555 | 304 | 133 | 350 |  0.103 |     0.349 |     0.364 |   -0.005 |   -0.017 |
    |  556 | 134 | 310 | 351 |  0.103 |    -0.349 |     0.364 |   -0.005 |    0.017 |
    |  557 | 310 | 349 | 351 |  0.161 |    -0.311 |     0.350 |   -0.008 |    0.016 |
    |  558 | 350 | 133 | 353 |  0.222 |     0.427 |     0.481 |   -0.011 |   -0.021 |
    |  559 | 303 | 134 | 352 |  0.138 |    -0.483 |     0.502 |   -0.007 |    0.024 |
    |  560 | 134 | 351 | 352 |  0.222 |    -0.427 |     0.481 |   -0.011 |    0.021 |
    |  561 | 133 | 313 | 353 |  0.138 |     0.483 |     0.502 |   -0.007 |   -0.024 |
    |  562 | 363 | 224 | 368 |  1.393 |    -0.522 |     1.488 |   -0.070 |    0.026 |
    |  563 | 307 | 306 | 356 |  0.591 |    -1.092 |     1.241 |   -0.030 |    0.055 |
    |  564 | 182 | 183 | 184 |  6.480 |     7.142 |     9.644 |   -0.324 |   -0.357 |
    |  565 | 199 | 195 | 395 |  1.636 |    -2.992 |     3.410 |   -0.082 |    0.150 |
    |  566 | 217 | 218 | 357 |  1.303 |     1.581 |     2.048 |   -0.065 |   -0.079 |
    |  567 | 368 | 156 | 372 |  1.889 |    -0.693 |     2.012 |   -0.094 |    0.035 |
    |  568 |  35 | 160 | 390 |  7.880 |     0.899 |     7.931 |   -0.394 |   -0.045 |
    |  569 | 357 | 218 | 358 |  0.809 |     1.257 |     1.495 |   -0.040 |   -0.063 |
    |  570 | 119 |  84 | 389 |  1.878 |     8.309 |     8.519 |   -0.094 |   -0.415 |
    |  571 | 218 | 221 | 358 |  0.956 |     1.160 |     1.503 |   -0.048 |   -0.058 |
    |  572 | 221 | 235 | 359 |  0.699 |     0.844 |     1.096 |   -0.035 |   -0.042 |
    |  573 | 176 | 171 | 178 |  5.682 |   -10.396 |    11.847 |   -0.284 |    0.520 |
    |  574 | 358 | 221 | 359 |  0.594 |     0.914 |     1.090 |   -0.030 |   -0.046 |
    |  575 | 183 | 187 | 318 |  8.342 |     5.278 |     9.871 |   -0.417 |   -0.264 |
    |  576 | 156 | 219 | 372 |  2.448 |    -1.021 |     2.652 |   -0.122 |    0.051 |
    |  577 | 391 | 209 | 392 |  5.116 |    -1.464 |     5.321 |   -0.256 |    0.073 |
    |  578 | 281 | 158 | 363 |  1.023 |    -0.398 |     1.098 |   -0.051 |    0.020 |
    |  579 | 184 | 183 | 318 |  7.469 |     4.454 |     8.696 |   -0.373 |   -0.223 |
    |  580 | 219 | 122 | 383 |  3.380 |    -1.398 |     3.658 |   -0.169 |    0.070 |
    |  581 | 292 | 270 | 393 |  0.006 |    -0.009 |     0.011 |   -0.000 |    0.000 |
    |  582 | 193 | 190 | 366 |  3.439 |    -4.837 |     5.935 |   -0.172 |    0.242 |
    |  583 | 288 | 289 | 394 |  0.006 |     0.009 |     0.011 |   -0.000 |   -0.000 |
    |  584 | 192 | 194 | 391 |  3.805 |    -2.223 |     4.407 |   -0.190 |    0.111 |
    |  585 | 180 | 181 | 182 |  6.758 |    10.519 |    12.503 |   -0.338 |   -0.526 |
    |  586 | 164 | 319 | 393 |  0.004 |    -0.008 |     0.009 |   -0.000 |    0.000 |
    |  587 | 172 | 176 | 177 |  6.553 |    -7.867 |    10.239 |   -0.328 |    0.393 |
    |  588 | 322 | 163 | 394 |  0.004 |     0.008 |     0.009 |   -0.000 |   -0.000 |
    |  589 | 215 | 217 | 364 |  1.802 |     1.478 |     2.331 |   -0.090 |   -0.074 |
    |  590 | 181 | 159 | 367 |  9.942 |    14.202 |    17.335 |   -0.497 |   -0.710 |
    |  591 | 160 | 318 | 390 |  7.978 |     3.164 |     8.583 |   -0.399 |   -0.158 |
    |  592 | 323 | 165 | 370 | 12.267 |     2.005 |    12.430 |   -0.613 |   -0.100 |
    |  593 | 372 | 219 | 383 |  2.662 |    -0.868 |     2.800 |   -0.133 |    0.043 |
    |  594 | 140 | 327 | 338 |  1.470 |     2.786 |     3.150 |   -0.074 |   -0.139 |
    |  595 |  86 | 179 | 371 |  0.480 |    12.055 |    12.064 |   -0.024 |   -0.603 |
    |  596 | 172 | 171 | 176 |  6.115 |    -8.028 |    10.091 |   -0.306 |    0.401 |
    |  597 | 169 | 171 | 172 |  9.098 |   -10.370 |    13.796 |   -0.455 |    0.519 |
    |  598 |  91 |  92 | 369 |  0.000 |    -9.357 |     9.357 |   -0.000 |    0.468 |
    |  599 | 270 | 325 | 393 |  0.006 |    -0.011 |     0.013 |   -0.000 |    0.001 |
    |  600 | 326 | 288 | 394 |  0.006 |     0.011 |     0.013 |   -0.000 |   -0.001 |
    |  601 | 210 | 121 | 374 |  4.729 |     1.935 |     5.110 |   -0.236 |   -0.097 |
    |  602 | 200 | 202 | 368 |  1.419 |    -0.965 |     1.716 |   -0.071 |    0.048 |
    |  603 | 165 | 323 | 380 | 14.065 |     2.052 |    14.214 |   -0.703 |   -0.103 |
    |  604 | 202 | 363 | 368 |  1.374 |    -0.991 |     1.694 |   -0.069 |    0.050 |
    |  605 | 380 | 197 | 386 | 12.881 |    -0.044 |    12.881 |   -0.644 |    0.002 |
    |  606 | 122 | 209 | 391 |  4.652 |    -1.853 |     5.008 |   -0.233 |    0.093 |
    |  607 | 347 | 281 | 363 |  1.004 |    -0.757 |     1.258 |   -0.050 |    0.038 |
    |  608 | 380 | 175 | 385 | 15.095 |     0.153 |    15.096 |   -0.755 |   -0.008 |
    |  609 | 200 | 368 | 372 |  1.858 |    -1.315 |     2.277 |   -0.093 |    0.066 |
    |  610 | 217 | 338 | 364 |  1.793 |     2.101 |     2.762 |   -0.090 |   -0.105 |
    |  611 | 317 | 176 | 377 |  4.238 |    -8.268 |     9.291 |   -0.212 |    0.413 |
    |  612 | 185 | 180 | 382 |  3.659 |    10.734 |    11.340 |   -0.183 |   -0.537 |
    |  613 | 115 | 320 | 379 |  0.000 |    -0.013 |     0.013 |   -0.000 |    0.001 |
    |  614 | 321 |  61 | 378 |  0.000 |     0.013 |     0.013 |   -0.000 |   -0.001 |
    |  615 | 203 | 204 | 365 |  3.855 |     5.049 |     6.352 |   -0.193 |   -0.252 |
    |  616 | 171 | 161 | 360 |  7.507 |   -14.012 |    15.896 |   -0.375 |    0.701 |
    |  617 |  58 | 322 | 375 |  0.001 |     0.004 |     0.005 |   -0.000 |   -0.000 |
    |  618 | 202 | 347 | 363 |  1.008 |    -0.755 |     1.260 |   -0.050 |    0.038 |
    |  619 | 319 | 118 | 376 |  0.001 |    -0.004 |     0.005 |   -0.000 |    0.000 |
    |  620 | 196 | 200 | 372 |  1.949 |    -1.258 |     2.320 |   -0.097 |    0.063 |
    |  621 | 198 | 381 | 395 |  1.664 |    -3.790 |     4.139 |   -0.083 |    0.189 |
    |  622 | 180 | 182 | 382 |  5.146 |     8.295 |     9.762 |   -0.257 |   -0.415 |
    |  623 | 290 |  57 | 375 |  0.004 |     0.001 |     0.004 |   -0.000 |   -0.000 |
    |  624 |   9 | 291 | 376 |  0.004 |    -0.001 |     0.004 |   -0.000 |    0.000 |
    |  625 |  94 |  95 | 381 | -0.000 |    -3.880 |     3.880 |   -0.000 |    0.194 |
    |  626 |  62 | 174 | 378 |  0.001 |     0.014 |     0.014 |   -0.000 |   -0.001 |
    |  627 | 173 | 114 | 379 |  0.001 |    -0.014 |     0.014 |   -0.000 |    0.001 |
    |  628 | 120 | 317 | 377 |  3.021 |    -6.739 |     7.385 |   -0.151 |    0.337 |
    |  629 | 196 | 372 | 383 |  2.583 |    -1.780 |     3.137 |   -0.129 |    0.089 |
    |  630 | 167 | 175 | 323 | 17.594 |     5.549 |    18.448 |   -0.880 |   -0.277 |
    |  631 | 190 | 317 | 366 |  3.287 |    -4.888 |     5.891 |   -0.164 |    0.244 |
    |  632 | 194 | 196 | 383 |  2.742 |    -1.669 |     3.210 |   -0.137 |    0.083 |
    |  633 | 178 | 361 | 369 |  1.526 |   -10.170 |    10.284 |   -0.076 |    0.508 |
    |  634 | 320 | 173 | 379 |  0.002 |    -0.013 |     0.013 |   -0.000 |    0.001 |
    |  635 | 174 | 321 | 378 |  0.002 |     0.013 |     0.013 |   -0.000 |   -0.001 |
    |  636 | 325 | 270 | 388 |  0.005 |    -0.014 |     0.015 |   -0.000 |    0.001 |
    |  637 | 288 | 326 | 387 |  0.005 |     0.014 |     0.015 |   -0.000 |   -0.001 |
    |  638 | 291 | 319 | 376 |  0.005 |    -0.005 |     0.007 |   -0.000 |    0.000 |
    |  639 | 167 | 166 | 175 | 23.646 |    -0.856 |    23.661 |   -1.182 |    0.043 |
    |  640 | 322 | 290 | 375 |  0.005 |     0.005 |     0.007 |   -0.000 |   -0.000 |
    |  641 | 178 | 360 | 361 |  3.426 |   -11.913 |    12.396 |   -0.171 |    0.596 |
    |  642 | 187 | 186 | 370 | 10.450 |     4.829 |    11.512 |   -0.522 |   -0.241 |
    |  643 | 165 | 362 | 370 | 11.640 |     2.589 |    11.924 |   -0.582 |   -0.129 |
    |  644 | 178 | 171 | 360 |  3.698 |   -11.004 |    11.609 |   -0.185 |    0.550 |
    |  645 | 328 | 288 | 387 |  0.006 |     0.014 |     0.015 |   -0.000 |   -0.001 |
    |  646 | 270 | 331 | 388 |  0.006 |    -0.014 |     0.015 |   -0.000 |    0.001 |
    |  647 | 182 | 203 | 382 |  4.458 |     8.365 |     9.478 |   -0.223 |   -0.418 |
    |  648 | 178 | 369 | 377 |  3.365 |    -9.479 |    10.058 |   -0.168 |    0.474 |
    |  649 | 361 |  91 | 369 |  1.454 |   -10.653 |    10.751 |   -0.073 |    0.533 |
    |  650 | 195 | 198 | 395 |  1.680 |    -2.980 |     3.421 |   -0.084 |    0.149 |
    |  651 | 362 | 187 | 370 | 10.981 |     2.331 |    11.225 |   -0.549 |   -0.117 |
    |  652 | 176 | 178 | 377 |  3.425 |    -8.478 |     9.144 |   -0.171 |    0.424 |
    |  653 | 325 | 164 | 393 |  0.003 |    -0.011 |     0.011 |   -0.000 |    0.001 |
    |  654 | 163 | 326 | 394 |  0.003 |     0.011 |     0.011 |   -0.000 |   -0.001 |
    |  655 | 186 | 323 | 370 | 14.080 |     4.789 |    14.872 |   -0.704 |   -0.239 |
    |  656 | 315 | 328 | 387 |  0.006 |     0.017 |     0.018 |   -0.000 |   -0.001 |
    |  657 | 331 | 309 | 388 |  0.006 |    -0.017 |     0.018 |   -0.000 |    0.001 |
    |  658 | 323 | 175 | 380 | 15.501 |     0.172 |    15.502 |   -0.775 |   -0.009 |
    |  659 | 384 | 191 | 396 |  9.857 |    -1.916 |    10.041 |   -0.493 |    0.096 |
    |  660 | 187 | 362 | 390 |  9.397 |     3.021 |     9.871 |   -0.470 |   -0.151 |
    |  661 |   5 | 166 | 167 | 32.398 |    20.862 |    38.534 |   -1.620 |   -1.043 |
    |  662 | 197 | 384 | 396 | 12.085 |    -2.386 |    12.318 |   -0.604 |    0.119 |
    |  663 |   5 |  88 | 166 | 65.452 |    -1.690 |    65.474 |   -3.273 |    0.085 |
    |  664 | 170 | 373 | 384 | 11.091 |    -4.103 |    11.826 |   -0.555 |    0.205 |
    |  665 | 373 | 191 | 384 | 10.792 |    -4.323 |    11.625 |   -0.540 |    0.216 |
    |  666 | 170 | 384 | 385 | 13.865 |    -4.888 |    14.702 |   -0.693 |    0.244 |
    |  667 | 166 |   6 | 168 | 23.425 |   -23.083 |    32.887 |   -1.171 |    1.154 |
    |  668 | 384 | 197 | 385 | 12.579 |    -1.793 |    12.706 |   -0.629 |    0.090 |
